date,open,high,low,close,previous,previous_ratio,volume
21/08/30,"27,867.60","27,921.55","27,656.63","27,789.29",148.15,0.5,"1,021,740,000"
21/08/27,"27,581.24","27,670.66","27,481.23","27,641.14",-101.15,-0.4,"869,850,000"
21/08/26,"27,793.63","27,828.28","27,684.50","27,742.29",17.49,0.1,"860,750,000"
21/08/25,"27,768.13","27,897.72","27,684.05","27,724.80",-7.3,0,"912,540,000"
21/08/24,"27,653.23","27,817.89","27,653.23","27,732.10",237.86,0.9,"959,420,000"
21/08/23,"27,193.10","27,541.63","27,193.10","27,494.24",480.99,1.8,"944,160,000"
21/08/20,"27,238.45","27,316.79","26,954.81","27,013.25",-267.92,-1,"1,231,970,000"
21/08/19,"27,398.58","27,504.80","27,255.58","27,281.17",-304.74,-1.1,"1,076,240,000"
21/08/18,"27,418.08","27,671.57","27,347.77","27,585.91",161.44,0.6,"946,540,000"
21/08/17,"27,666.94","27,750.39","27,424.47","27,424.47",-98.72,-0.4,"954,190,000"
21/08/16,"27,806.11","27,833.21","27,427.38","27,523.19",-453.96,-1.6,"1,036,550,000"
21/08/13,"28,038.96","28,070.00","27,949.33","27,977.15",-37.87,-0.1,"992,100,000"
21/08/12,"28,177.20","28,279.80","28,006.31","28,015.02",-55.49,-0.2,"1,044,170,000"
21/08/11,"28,045.84","28,146.68","27,974.99","28,070.51",182.36,0.7,"1,160,130,000"
21/08/10,"27,887.03","28,128.61","27,808.54","27,888.15",68.11,0.2,"1,087,590,000"
21/08/06,"27,709.22","27,888.87","27,709.22","27,820.04",91.92,0.3,"991,690,000"
21/08/05,"27,526.67","27,741.55","27,526.67","27,728.12",144.04,0.5,"955,270,000"
21/08/04,"27,612.90","27,636.34","27,488.74","27,584.08",-57.75,-0.2,"1,074,020,000"
